"Station.ID","Date","Data","ENS","UTMX","UTMY","WS","T2","PBL00","PBL12","TP","POP","ALT","Imperviousness","Builtup","roads","highways","HUD","LUD","Agriculture","Forests"
IT0544A,"04/07/2022",21.00,26.54,565.639,4963.722,1.4,305.5,138.6,1591.7,0.12,6731.2,222.0,2.388e+00,2.211e-02,0.000e+00,0.000e+00,2.170e-02,9.503e-03,2.524e-01,2.478e-01
IT0591A,"04/07/2022",14.13,23.65,658.221,5084.119,0.4,298.1,21.2,761.6,0.10,51155.2,194.0,1.052e+01,8.387e-02,2.360e+04,2.210e+04,1.213e-01,3.371e-02,1.800e-01,4.443e-01
IT0594A,"04/07/2022",28.45,24.61,595.527,5043.761,1.9,307.3,197.5,2016.6,0.06,182383.0,179.0,3.244e+01,2.359e-01,8.729e+03,5.001e+04,3.400e-01,1.726e-01,2.024e-01,2.149e-01
IT0611A,"04/07/2022",NA,48.93,1044.295,4132.736,3.5,305.5,54.6,481.1,0.00,7814.3,243.0,6.648e+00,5.165e-02,0.000e+00,1.736e+04,1.544e-02,9.942e-02,3.015e-01,3.878e-01
IT0614A,"04/07/2022",38.60,49.10,1050.002,4130.178,3.2,303.5,55.9,323.3,0.00,12609.9,18.0,1.726e+01,1.457e-01,0.000e+00,1.912e+04,3.234e-02,1.972e-01,1.593e-01,1.725e-01
IT0618A,"04/07/2022",40.80,47.74,1052.181,4137.272,2.8,302.1,71.8,173.6,0.00,26371.5,15.0,2.046e+01,1.805e-01,0.000e+00,0.000e+00,9.734e-02,7.237e-02,6.695e-02,2.116e-02
IT0620A,"04/07/2022",NA,48.80,1056.797,4124.190,2.5,302.0,45.0,148.8,0.00,100834.8,70.0,2.673e+01,2.217e-01,3.509e+04,5.371e+03,1.858e-01,9.712e-02,1.291e-01,9.163e-02
IT0623A,"04/07/2022",NA,28.22,508.235,5030.972,1.6,306.7,334.6,1647.3,0.02,335540.3,115.0,3.564e+01,2.430e-01,2.801e+04,3.279e+04,3.831e-01,1.954e-01,3.789e-01,0.000e+00
IT0643A,"04/07/2022",NA,25.68,469.370,4972.648,0.6,304.4,32.6,939.0,0.00,68133.1,95.0,1.464e+01,8.365e-02,1.842e+04,6.058e+04,1.145e-01,1.027e-01,6.916e-01,7.103e-03
IT0663A,"04/07/2022",NA,22.58,684.347,5065.050,0.7,302.1,15.1,1134.8,0.07,56224.8,189.0,1.562e+01,1.275e-01,3.052e+04,0.000e+00,1.721e-01,6.608e-02,2.794e-01,3.020e-01
IT0692A,"04/07/2022",21.20,26.00,492.570,4994.249,0.4,307.3,57.3,1697.6,0.02,9091.6,82.0,6.173e+00,3.547e-02,0.000e+00,0.000e+00,4.133e-02,5.389e-02,7.533e-01,8.122e-02
IT0702A,"04/07/2022",NA,27.67,628.698,4950.878,1.1,307.3,21.8,1699.7,0.09,126006.6,56.0,2.249e+01,2.027e-01,3.697e+04,2.679e+04,2.521e-01,1.570e-01,5.372e-01,0.000e+00
IT0703A,"04/07/2022",11.60,17.95,689.831,5102.735,0.4,293.9,14.7,735.5,0.52,15757.2,389.0,4.092e+00,3.779e-02,5.426e+02,1.932e+04,7.327e-02,1.440e-02,1.191e-01,5.912e-01
IT0705A,"04/07/2022",24.06,28.04,515.310,5034.380,1.6,306.8,324.8,1668.5,0.02,823124.0,117.0,6.297e+01,4.893e-01,8.286e+04,1.885e+04,7.704e-01,1.503e-01,6.192e-02,0.000e+00
IT0706A,"04/07/2022",25.68,27.76,525.594,5036.635,1.7,306.8,289.5,1651.4,0.01,116964.3,114.0,2.674e+01,1.490e-01,2.509e+04,3.330e+04,1.804e-01,2.179e-01,4.878e-01,0.000e+00
IT0707A,"04/07/2022",15.15,22.94,550.135,5059.838,1.5,305.8,215.6,2008.3,0.19,182980.1,233.0,3.624e+01,2.520e-01,1.882e+04,6.512e+04,3.568e-01,1.588e-01,2.873e-01,7.591e-02
IT0709A,"04/07/2022",30.21,27.87,641.773,5000.578,2.0,307.9,111.8,1765.0,0.05,71541.1,22.0,2.207e+01,1.319e-01,4.537e+04,1.665e+04,2.106e-01,1.416e-01,4.742e-01,4.528e-02
IT0721A,"04/07/2022",36.00,26.57,651.070,4944.286,0.5,307.2,18.2,1261.0,0.09,156421.7,38.0,2.742e+01,2.101e-01,9.717e+03,7.373e+04,2.679e-01,1.558e-01,5.418e-01,0.000e+00
IT0732A,"04/07/2022",NA,18.85,484.792,5075.857,1.0,301.9,231.4,1076.1,0.14,94469.9,420.0,1.510e+01,1.094e-01,2.305e+04,1.559e+03,3.674e-01,2.365e-02,1.241e-02,4.005e-01
IT0737A,"04/07/2022",NA,20.78,581.030,5062.755,1.9,302.5,65.1,1222.2,0.24,8513.8,359.0,1.945e+00,1.284e-02,0.000e+00,0.000e+00,2.144e-02,4.729e-03,1.492e-02,3.793e-01
IT0740A,"04/07/2022",NA,21.37,593.559,5056.418,0.9,303.6,109.0,1711.2,0.06,50002.1,273.0,9.106e+00,7.367e-02,0.000e+00,0.000e+00,1.118e-01,2.538e-02,1.232e-02,7.872e-01
IT0741A,"04/07/2022",NA,28.11,601.972,5011.421,1.6,307.8,91.0,2006.0,0.04,10715.4,47.0,4.971e+00,2.758e-02,7.382e+03,0.000e+00,4.819e-02,0.000e+00,9.360e-01,0.000e+00
IT0742A,"04/07/2022",22.40,20.88,608.003,5054.922,2.0,304.1,43.0,1728.9,0.04,12514.4,414.0,4.687e+00,2.978e-02,0.000e+00,5.093e+03,5.068e-02,1.464e-02,0.000e+00,6.966e-01
IT0753A,"04/07/2022",14.29,21.42,643.101,5083.643,0.8,299.0,12.7,767.3,0.07,33330.7,80.0,7.968e+00,5.734e-02,5.111e+04,0.000e+00,1.035e-01,1.676e-02,6.320e-02,5.072e-01
IT0755A,"04/07/2022",28.00,23.36,744.160,4900.296,2.4,308.3,30.1,1489.1,0.00,98053.3,25.0,2.096e+01,1.888e-01,2.265e+04,2.901e+04,2.262e-01,1.159e-01,2.526e-01,3.208e-03
IT0761A,"04/07/2022",NA,28.21,514.271,5032.866,1.7,306.8,327.5,1639.7,0.03,701333.1,113.0,5.358e+01,4.159e-01,6.096e+04,1.033e+04,6.691e-01,1.241e-01,1.912e-01,0.000e+00
IT0771A,"04/07/2022",13.85,20.60,506.497,5072.323,0.7,301.9,254.4,1092.4,0.53,119900.2,200.0,2.074e+01,1.576e-01,3.907e+04,2.527e+04,3.193e-01,6.020e-02,3.696e-02,4.009e-01
IT0775A,"04/07/2022",NA,15.47,529.738,5109.366,0.9,297.1,97.0,823.1,0.33,14513.6,239.0,6.074e+00,0.000e+00,1.485e+04,2.095e+04,8.665e-02,2.533e-02,1.671e-01,4.108e-01
IT0776A,"04/07/2022",11.77,19.14,531.045,5078.987,0.3,299.8,116.9,1159.1,1.62,78053.7,275.0,1.177e+01,8.511e-02,2.007e+04,3.063e+04,1.776e-01,6.467e-02,1.056e-02,5.280e-01
IT0777A,"04/07/2022",NA,23.77,531.623,5060.570,0.6,305.0,213.5,1821.6,0.16,77831.4,278.0,1.885e+01,1.293e-01,1.861e+04,0.000e+00,2.379e-01,4.600e-02,1.920e-01,1.652e-01
IT0778A,"04/07/2022",28.23,27.11,546.188,5040.703,1.9,306.9,210.9,1620.4,0.02,55891.7,123.0,1.645e+01,9.812e-02,2.522e+04,2.296e+04,1.228e-01,8.465e-02,7.745e-01,2.440e-03
IT0794A,"04/07/2022",NA,44.67,1052.140,4244.932,2.8,302.7,125.1,520.6,0.00,32096.4,109.0,1.216e+01,9.626e-02,1.332e+04,1.977e+04,1.015e-01,6.689e-02,4.015e-01,9.136e-02
IT0804A,"04/07/2022",29.00,27.87,605.332,4960.886,0.9,305.7,22.8,1071.0,0.07,147926.0,61.0,2.600e+01,1.961e-01,1.405e+04,4.660e+04,2.711e-01,1.836e-01,5.167e-01,1.271e-02
IT0813A,"04/07/2022",47.50,56.51,967.195,4115.609,5.0,303.0,23.1,299.9,0.00,73854.8,9.0,2.033e+01,1.551e-01,1.642e+04,0.000e+00,1.428e-01,1.100e-01,3.720e-01,6.535e-03
IT0817A,"04/07/2022",NA,57.27,979.349,4124.715,4.6,306.7,15.2,674.0,0.00,27605.6,299.0,3.861e+00,2.491e-02,0.000e+00,0.000e+00,3.337e-02,0.000e+00,4.483e-01,4.760e-02
IT0825A,"04/07/2022",NA,28.18,787.596,4649.766,3.8,311.7,43.3,2182.1,0.00,388167.1,35.0,3.193e+01,2.594e-01,6.997e+04,4.093e+04,4.513e-01,2.129e-01,1.693e-01,3.250e-02
IT0828A,"04/07/2022",20.00,27.99,791.154,4642.750,3.9,311.5,49.2,1968.4,0.00,739240.2,41.0,5.252e+01,4.131e-01,7.595e+04,1.644e+04,6.934e-01,1.171e-01,7.688e-02,0.000e+00
IT0832A,"04/07/2022",NA,28.97,732.712,4816.197,2.5,309.2,20.9,2875.2,0.00,74320.9,258.0,1.193e+01,8.777e-02,2.890e+04,0.000e+00,1.376e-01,6.952e-02,3.579e-01,1.421e-01
IT0837A,"04/07/2022",23.63,25.23,543.366,5053.430,1.7,306.8,228.0,1933.2,0.02,96451.1,188.0,2.680e+01,1.785e-01,9.668e+03,2.038e+04,2.348e-01,1.103e-01,4.887e-01,3.814e-02
IT0839A,"04/07/2022",29.86,28.73,555.209,5023.987,1.2,307.2,205.2,1826.8,0.05,51379.1,76.0,1.333e+01,9.223e-02,1.557e+04,5.453e+03,1.412e-01,5.387e-02,7.669e-01,1.252e-02
IT0840A,"04/07/2022",50.49,28.96,567.771,5014.943,1.5,307.3,234.1,1847.8,0.03,13261.3,66.0,5.224e+00,3.562e-02,1.256e+04,0.000e+00,5.287e-02,0.000e+00,9.264e-01,5.022e-03
IT0842A,"04/07/2022",NA,28.23,578.998,5014.456,1.9,307.3,266.7,1874.6,0.06,12107.8,54.0,5.147e+00,3.460e-02,1.087e+03,0.000e+00,4.452e-02,3.293e-03,9.365e-01,0.000e+00
IT0852A,"04/07/2022",17.41,27.23,486.148,4919.149,2.4,299.8,41.8,238.6,0.00,113542.5,4.0,2.234e+01,1.401e-01,1.852e+04,2.596e+04,8.782e-02,1.343e-01,0.000e+00,3.257e-01
IT0853A,"04/07/2022",NA,27.20,490.938,4918.356,2.6,300.0,47.7,249.8,0.00,265925.2,8.0,3.458e+01,2.307e-01,2.300e+04,4.974e+04,1.893e-01,1.699e-01,0.000e+00,2.397e-01
IT0854A,"04/07/2022",NA,27.33,494.218,4918.321,2.7,300.3,50.8,271.2,0.00,385008.2,111.0,3.500e+01,2.530e-01,3.994e+04,5.140e+04,2.983e-01,1.061e-01,5.421e-03,3.191e-01
IT0856A,"04/07/2022",NA,27.10,495.303,4917.146,2.6,300.2,54.8,260.4,0.00,364957.5,10.0,3.561e+01,2.668e-01,3.601e+04,4.317e+04,2.989e-01,6.611e-02,8.114e-03,2.645e-01
IT0860A,"04/07/2022",NA,28.07,679.544,4850.506,1.0,308.7,34.6,2178.2,0.00,317329.2,41.0,3.270e+01,2.853e-01,7.294e+04,1.515e+04,4.554e-01,1.526e-01,2.153e-01,1.521e-02
IT0861A,"04/07/2022",NA,28.09,682.868,4849.177,1.0,308.2,31.8,1998.7,0.01,287941.4,49.0,2.486e+01,2.399e-01,6.155e+04,1.572e+04,3.948e-01,6.669e-02,3.002e-01,4.272e-02
IT0862A,"04/07/2022",NA,28.02,684.056,4850.722,0.9,308.1,34.3,1955.3,0.01,247638.7,71.0,2.156e+01,2.089e-01,5.633e+04,7.350e+03,3.420e-01,4.621e-02,2.974e-01,1.331e-01
IT0863A,"04/07/2022",24.00,28.66,755.799,4701.330,3.3,309.7,55.0,2352.3,0.00,51998.1,339.0,9.717e+00,6.706e-02,1.378e+04,2.864e+04,9.650e-02,5.273e-02,3.191e-01,1.019e-01
IT0864A,"04/07/2022",NA,30.26,781.554,4687.533,1.2,312.6,26.9,3196.1,0.00,15863.7,138.0,4.045e+00,2.928e-02,2.123e+04,0.000e+00,3.456e-02,3.216e-02,5.240e-01,1.963e-01
IT0865A,"04/07/2022",24.00,24.20,804.491,4611.301,4.2,307.7,85.5,645.9,0.00,48514.3,81.0,1.414e+01,9.268e-02,1.053e+04,1.930e+04,1.061e-01,8.097e-02,4.907e-01,1.203e-02
IT0867A,"04/07/2022",27.00,29.51,817.483,4701.923,3.5,307.7,16.2,2688.0,0.00,40176.5,389.0,6.633e+00,4.546e-02,1.340e+04,2.323e+04,8.827e-02,3.611e-02,4.092e-01,3.004e-01
IT0868A,"04/07/2022",NA,26.35,825.122,4598.409,4.4,306.0,93.8,397.1,0.00,83870.2,22.0,1.689e+01,1.095e-01,1.340e+04,5.262e+03,2.037e-01,3.863e-02,6.746e-01,0.000e+00
IT0869A,"04/07/2022",21.00,26.56,826.806,4597.666,4.5,306.0,98.2,386.3,0.00,82906.2,18.0,1.673e+01,1.100e-01,1.523e+04,1.756e+03,1.974e-01,4.030e-02,6.497e-01,0.000e+00
IT0870A,"04/07/2022",27.00,32.93,845.069,4630.003,4.9,309.9,12.1,2461.1,0.00,18436.8,404.0,6.611e+00,4.230e-02,2.151e+04,1.236e+04,1.149e-02,5.227e-02,4.994e-01,1.167e-01
IT0871A,"04/07/2022",33.00,33.23,855.023,4623.923,4.3,310.1,14.5,2629.5,0.00,23319.9,235.0,6.386e+00,3.467e-02,1.188e+04,2.355e+04,2.992e-02,5.420e-02,4.150e-01,1.311e-01
IT0872A,"04/07/2022",30.00,32.37,861.764,4611.311,3.6,309.3,14.7,2088.6,0.00,27636.5,135.0,5.825e+00,3.216e-02,3.477e+03,1.722e+04,4.221e-02,2.024e-02,2.291e-01,1.767e-01
IT0883A,"04/07/2022",NA,27.94,686.976,4851.081,1.0,307.7,33.6,1796.3,0.02,130900.6,215.0,1.068e+01,1.060e-01,2.766e+04,4.091e+03,1.963e-01,1.987e-02,3.217e-01,2.890e-01
IT0884A,"04/07/2022",18.00,23.98,740.327,4671.400,3.5,307.7,18.4,914.9,0.00,8595.2,531.0,7.938e-01,6.179e-03,0.000e+00,0.000e+00,1.734e-02,0.000e+00,6.224e-02,6.716e-01
IT0885A,"04/07/2022",21.00,23.09,731.772,4663.747,3.5,301.5,22.4,192.8,0.00,49187.3,28.0,1.662e+01,1.203e-01,8.043e+03,2.821e+04,8.352e-02,6.928e-02,2.166e-01,1.121e-01
IT0887A,"04/07/2022",33.00,30.64,808.674,4656.012,3.3,311.1,14.3,2303.4,0.00,66160.4,87.0,9.648e+00,6.911e-02,4.174e+03,1.699e+04,9.507e-02,8.679e-02,5.829e-01,3.943e-02
IT0888A,"04/07/2022",12.00,30.93,833.033,4627.601,3.9,309.8,15.4,2284.0,0.00,29478.0,218.0,6.351e+00,4.451e-02,1.165e+04,1.711e+04,4.211e-02,5.504e-02,5.880e-01,1.585e-01
IT0889A,"04/07/2022",36.00,30.91,833.528,4627.019,3.9,309.7,15.4,2258.5,0.00,31720.7,221.0,6.503e+00,4.625e-02,1.119e+04,1.580e+04,4.666e-02,4.969e-02,5.356e-01,2.012e-01
IT0892A,"04/07/2022",23.00,25.66,687.272,4928.255,3.1,307.7,37.9,1650.0,0.02,319291.2,71.0,3.084e+01,2.713e-01,5.551e+04,3.361e+04,4.247e-01,1.463e-01,1.456e-01,5.330e-02
IT0895A,"04/07/2022",28.00,23.12,753.645,4924.420,3.2,305.7,33.4,476.2,0.00,84055.2,1.0,1.920e+01,1.457e-01,1.646e+04,2.191e+04,1.655e-01,1.380e-01,6.393e-01,2.011e-03
IT0897A,"04/07/2022",NA,31.93,940.809,4534.661,4.0,302.4,38.9,277.0,0.00,616801.8,180.0,4.606e+01,3.625e-01,3.946e+04,3.042e+04,4.202e-01,1.256e-01,1.802e-02,7.081e-02
IT0898A,"04/07/2022",40.04,33.16,942.707,4535.862,4.0,302.8,35.6,302.6,0.00,637277.4,46.0,5.455e+01,3.969e-01,5.622e+04,4.617e+04,4.508e-01,1.826e-01,2.882e-03,3.858e-02
IT0903A,"04/07/2022",25.00,27.88,637.803,4930.661,1.2,304.6,17.0,1064.6,0.12,34141.9,163.0,7.570e+00,6.867e-02,1.126e+04,0.000e+00,7.951e-02,5.010e-02,2.984e-01,3.018e-01
IT0906A,"04/07/2022",NA,13.29,567.206,5112.996,0.5,293.1,38.1,899.6,0.78,32170.3,302.0,5.573e+00,0.000e+00,5.831e+03,5.298e+03,6.172e-02,2.268e-02,1.183e-01,6.114e-01
IT0908A,"04/07/2022",4.58,11.98,605.371,5147.216,2.1,288.4,239.9,1293.4,0.89,10789.4,1219.0,3.280e+00,2.901e-02,1.252e+04,2.735e+03,3.947e-02,5.113e-02,1.511e-01,7.182e-01
IT0912A,"04/07/2022",17.21,27.05,512.939,5004.503,1.1,307.7,241.3,1831.0,0.01,78984.9,74.0,1.544e+01,1.064e-01,1.369e+04,2.336e+04,1.720e-01,5.997e-02,6.063e-01,7.031e-02
IT0934A,"04/07/2022",35.50,27.76,986.039,4569.533,1.7,309.3,72.1,2531.2,0.00,57997.7,152.0,9.211e+00,5.274e-02,7.656e+03,3.869e+04,1.242e-01,3.231e-02,4.994e-01,3.351e-02
IT0935A,"04/07/2022",NA,29.74,986.975,4546.372,1.9,306.2,15.4,2134.1,0.00,91183.0,374.0,1.359e+01,8.047e-02,1.046e+04,3.265e+04,2.110e-01,2.066e-02,3.196e-01,1.431e-01
IT0936A,"04/07/2022",NA,29.79,987.323,4545.373,1.9,306.2,15.4,2121.1,0.01,91954.9,354.0,1.346e+01,7.829e-02,1.084e+04,3.250e+04,2.081e-01,1.994e-02,3.373e-01,1.262e-01
IT0937A,"04/07/2022",NA,27.84,986.011,4568.624,1.6,309.2,70.5,2515.3,0.00,60129.3,155.0,9.221e+00,5.349e-02,7.972e+03,3.527e+04,1.331e-01,2.476e-02,4.441e-01,4.511e-02
IT0938A,"04/07/2022",NA,31.88,991.070,4518.006,3.3,304.2,22.0,519.1,0.00,131447.8,31.0,2.068e+01,1.347e-01,1.645e+04,5.011e+04,1.767e-01,3.922e-02,1.981e-02,1.337e-01
IT0940A,"04/07/2022",24.00,27.62,631.909,4949.955,1.1,307.3,23.0,1653.6,0.09,108641.8,48.0,1.825e+01,1.650e-01,2.938e+04,3.249e+04,2.180e-01,1.142e-01,5.263e-01,0.000e+00
IT0945A,"04/07/2022",NA,28.82,669.145,4860.113,2.0,309.0,34.7,2436.5,0.00,179743.8,57.0,3.194e+01,2.668e-01,1.838e+04,3.373e+04,2.511e-01,2.082e-01,2.799e-01,2.055e-01
IT0948A,"04/07/2022",NA,28.14,681.037,4848.262,0.9,308.5,30.5,2096.1,0.00,331754.4,59.0,2.847e+01,2.687e-01,6.315e+04,2.013e+04,4.433e-01,8.601e-02,2.670e-01,3.270e-03
IT0950A,"04/07/2022",NA,28.90,733.706,4816.077,2.5,309.1,20.1,2874.2,0.00,71534.3,262.0,1.104e+01,8.227e-02,2.589e+04,0.000e+00,1.323e-01,6.287e-02,3.383e-01,1.988e-01
IT0952A,"04/07/2022",31.00,25.12,770.993,4642.663,5.2,307.0,39.7,477.6,0.00,7421.9,67.0,2.538e+00,1.491e-02,0.000e+00,3.864e+04,3.124e-02,8.049e-03,6.430e-01,1.169e-01
IT0953A,"04/07/2022",39.00,28.60,790.762,4648.276,3.5,311.8,54.0,2162.3,0.00,528844.9,50.0,4.522e+01,3.466e-01,8.749e+04,3.339e+04,5.839e-01,2.397e-01,7.894e-02,0.000e+00
IT0956A,"04/07/2022",30.00,28.31,796.226,4640.139,3.7,311.3,48.5,2017.4,0.00,496771.6,50.0,3.885e+01,2.801e-01,5.172e+04,2.685e+04,5.085e-01,8.889e-02,3.076e-01,0.000e+00
IT0957A,"04/07/2022",36.00,30.30,803.343,4648.422,3.2,311.6,24.4,2192.2,0.00,90018.9,59.0,2.190e+01,1.448e-01,1.275e+04,5.564e+04,2.298e-01,1.394e-01,5.369e-01,9.049e-03
IT0963A,"04/07/2022",22.00,43.73,754.868,5043.582,2.7,305.2,24.0,651.7,0.00,151128.8,1.0,2.751e+01,2.154e-01,4.060e+04,2.794e+04,2.352e-01,2.225e-01,2.999e-01,1.280e-02
IT0978A,"04/07/2022",NA,7.93,347.334,5068.979,2.2,291.7,17.2,1766.6,0.16,4417.8,927.0,2.007e+00,1.188e-02,1.738e+04,2.168e+04,2.395e-02,8.412e-03,5.408e-02,7.788e-01
IT0979A,"04/07/2022",NA,8.22,362.902,5075.100,1.8,293.6,22.8,2033.3,0.10,1396.1,1298.0,6.766e-01,3.946e-03,1.025e+04,3.268e+03,0.000e+00,0.000e+00,1.199e-01,7.645e-01
IT0980A,"04/07/2022",NA,9.62,367.641,5065.488,1.6,295.8,17.1,2332.9,0.08,50348.8,577.0,1.054e+01,6.392e-02,1.677e+04,2.559e+04,1.323e-01,4.661e-02,1.020e-01,4.639e-01
IT0983A,"04/07/2022",18.73,9.85,369.621,5066.063,1.4,296.0,17.0,2399.5,0.07,49592.6,580.0,1.157e+01,6.697e-02,1.839e+04,3.052e+04,1.284e-01,6.958e-02,8.216e-02,4.362e-01
IT0988A,"04/07/2022",13.70,11.78,403.790,5049.969,1.3,295.0,17.5,998.8,0.28,9605.4,312.0,3.301e+00,1.752e-02,1.300e+04,2.197e+04,3.988e-02,5.004e-03,5.353e-02,8.323e-01
IT0989A,"04/07/2022",21.00,27.89,825.193,4720.967,3.4,304.7,18.6,2545.3,0.00,1741.5,945.0,5.572e-01,3.473e-03,1.787e+04,0.000e+00,6.688e-03,0.000e+00,2.601e-01,5.915e-01
IT0991A,"04/07/2022",29.00,32.62,860.856,4628.601,4.2,308.9,15.7,2895.7,0.00,25778.3,443.0,4.769e+00,2.487e-02,1.217e+04,0.000e+00,3.197e-02,7.844e-03,3.454e-01,2.517e-01
IT0992A,"04/07/2022",24.00,30.01,889.166,4623.612,2.9,306.4,14.4,1369.8,0.01,8105.3,381.0,2.152e+00,1.162e-02,0.000e+00,9.679e+03,1.087e-02,3.335e-03,2.014e-01,3.810e-01
IT0997A,"04/07/2022",24.86,22.62,551.515,5060.450,1.5,305.6,213.1,1980.6,0.22,193591.5,253.0,3.546e+01,2.464e-01,1.618e+04,5.610e+04,3.593e-01,1.668e-01,2.517e-01,1.081e-01
IT1001A,"04/07/2022",NA,26.37,621.559,4855.646,3.8,306.5,51.8,713.9,0.00,77827.2,19.0,1.731e+01,1.268e-01,4.055e+04,2.353e+04,2.568e-01,9.006e-02,2.127e-01,8.440e-02
IT1010A,"04/07/2022",16.37,27.40,491.597,5034.891,1.3,306.8,325.0,1905.4,0.03,70912.0,139.0,2.024e+01,1.317e-01,2.419e+04,2.293e+04,1.764e-01,9.721e-02,6.940e-01,1.395e-03
IT1011A,"04/07/2022",30.00,31.25,799.705,4718.418,2.3,309.8,16.7,2712.1,0.00,94566.9,127.0,1.548e+01,9.901e-02,3.059e+04,2.180e+04,1.954e-01,1.072e-01,3.056e-01,1.683e-01
IT1016A,"04/07/2022",30.66,27.95,515.482,5035.152,1.6,306.8,324.3,1684.8,0.02,838974.1,118.0,6.530e+01,5.090e-01,8.485e+04,1.970e+04,7.937e-01,1.582e-01,2.838e-02,0.000e+00
IT1026A,"04/07/2022",NA,24.70,495.772,4935.125,1.3,302.4,36.0,1130.1,0.00,14759.6,379.0,3.742e+00,2.276e-02,1.518e+04,2.371e+04,9.285e-02,1.122e-02,1.772e-02,7.547e-01
IT1030A,"04/07/2022",NA,23.92,729.049,4907.350,2.3,308.2,33.8,1599.5,0.02,47733.4,34.0,9.273e+00,8.791e-02,3.181e+04,0.000e+00,8.635e-02,7.097e-02,1.778e-01,4.759e-04
IT1034A,"04/07/2022",16.75,24.22,512.226,5056.376,1.1,305.9,271.1,1805.8,0.04,188563.0,226.0,3.818e+01,2.976e-01,0.000e+00,1.944e+04,4.721e-01,1.418e-01,1.058e-01,9.118e-02
IT1037A,"04/07/2022",18.36,21.94,664.448,5103.237,0.3,298.5,18.8,884.4,0.28,92264.5,201.0,1.359e+01,9.989e-02,8.869e+03,6.173e+04,2.135e-01,2.981e-02,1.338e-01,4.616e-01
IT1041A,"04/07/2022",NA,32.38,988.252,4521.021,3.0,304.6,23.4,789.0,0.00,143725.0,47.0,1.366e+01,9.035e-02,1.756e+04,4.915e+04,1.931e-01,1.512e-02,5.742e-03,3.683e-01
